Countries,Indicators,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Pakistan,Current Health Expenditure (CHE) per Capita in US$,,15.19758,13.20522,14.74765,14.11536,15.29146,19.38237,24.65778,26.51110,24.80975,23.66425,24.20984,25.67300,26.28878,28.99808,33.04524,35.01220,37.59900,43.41280,41.40914,37.22461,38.17708,43.09069,
Pakistan,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,,,0.19906,,0.18297,,0.28288,,0.25701,,0.21884,,0.23641,,0.24973,,0.13186,,
Pakistan,Current Health Expenditure (CHE),% Gross domestic product (GDP),2.71177,2.54957,2.66229,2.30006,2.22177,2.55109,2.86177,2.81689,2.71267,2.47459,2.39687,2.14017,2.20039,2.40178,2.45604,2.45764,2.57026,2.78630,2.82845,2.84737,2.95273,2.91132,
Pakistan,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),0.95939,0.90441,1.00494,0.56935,0.60824,0.56328,0.48643,0.48821,0.42356,0.50744,0.52214,0.43721,0.61005,0.62996,0.59681,0.67638,0.70145,0.91277,0.93591,0.94301,1.03955,0.84497,
Pakistan,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),1.73235,1.60220,1.53181,1.56749,1.52886,1.86668,2.27636,2.21014,2.08122,1.81931,1.74138,1.51788,1.47625,1.59210,1.65629,1.66419,1.70775,1.72099,1.69652,1.69620,1.72686,1.76576,
Pakistan,External Health Expenditure (EXT),% Gross domestic product (GDP),0.02002,0.04296,0.12555,0.16323,0.08468,0.12113,0.09899,0.11853,0.20789,0.14784,0.13334,0.18508,0.11409,0.17972,0.20294,0.11707,0.16106,0.15254,0.19602,0.20816,0.18633,0.30059,
Pakistan,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,2.57026,2.78630,2.82845,2.84737,2.95273,2.91132,
Pakistan,Capital health expenditure,% Gross domestic product (GDP),,,,,,,0.19906,,0.18297,,0.28288,,0.25701,,0.21884,,0.23641,,0.24973,,0.13186,,
Qatar,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,1.97258,2.31971,2.46044,3.50257,3.18312,2.56300,2.28806,2.07008,1.63775,2.38356,1.87018,1.59996,1.74822,2.07620,2.42294,3.63581,3.54971,3.21237,2.96176,3.20279,3.81872,2.89367,
Qatar,Current Health Expenditure (CHE) per Capita in US$,,552.27423,597.93695,667.00244,"1,109.72571","1,254.14209","1,347.96057","1,321.56274","1,276.88184","1,277.08240","1,305.49036","1,306.52551","1,487.85217","1,713.98035","2,027.01440","2,256.38867","2,435.44507","2,075.41919","1,908.39661","1,962.58374","2,012.22571","1,997.78821","1,934.08020",
Qatar,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,,,,,,,,0.34747,0.47843,0.43155,0.35085,,,,,,,,
Qatar,Current Health Expenditure (CHE),% Gross domestic product (GDP),1.97258,2.31971,2.46044,3.50257,3.18312,2.56300,2.28806,2.07008,1.63775,2.38356,1.87018,1.59996,1.74822,2.07620,2.42294,3.63581,3.54971,3.21237,2.96176,3.20279,3.81872,2.89367,
Qatar,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),1.17399,1.46247,1.54797,2.62768,2.38695,1.92000,1.71231,1.54760,1.22315,1.69267,1.32764,1.17668,1.38358,1.74755,2.10174,3.19502,3.04591,2.71251,2.50761,2.72214,3.30994,2.46038,
Qatar,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),0.79859,0.85724,0.91247,0.87490,0.79616,0.64300,0.57576,0.52248,0.41461,0.69090,0.54253,0.42328,0.36464,0.32866,0.32119,0.44079,0.50381,0.49986,0.45415,0.48064,0.50878,0.43329,
Qatar,External Health Expenditure (EXT),% Gross domestic product (GDP),,,,,,,,,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
Qatar,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,3.54971,3.21237,,,,,
Qatar,Capital health expenditure,% Gross domestic product (GDP),,,,,,,,,,,,0.34747,0.47843,0.43155,0.35085,,,,,,,,
Saudi Arabia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.21159,4.46174,4.24937,3.97911,3.58400,3.41867,3.61922,3.56229,2.97101,4.29043,3.64786,3.68218,3.98780,4.42294,5.15801,5.86202,6.24143,6.03126,5.34063,5.46743,6.64630,5.96837,
Saudi Arabia,Current Health Expenditure (CHE) per Capita in US$,,370.42075,371.98947,356.13840,370.92380,391.91144,459.89139,536.68744,560.90765,562.85315,646.33704,655.11743,826.34003,959.83081,"1,059.09424","1,230.84534","1,198.33630","1,243.94177","1,261.16528","1,291.12866","1,279.69080","1,355.71655","1,441.99878",
Saudi Arabia,Current Health Expenditure (CHE),% Gross domestic product (GDP),4.21159,4.46174,4.24937,3.97911,3.58400,3.41867,3.61922,3.56229,2.97101,4.29043,3.64786,3.68218,3.98780,4.42294,5.15801,5.86202,6.24143,6.03126,5.34063,5.46743,6.64630,5.96837,
Saudi Arabia,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),3.03455,3.23657,3.07290,2.87985,2.56183,2.47836,2.64139,2.50740,1.88940,2.78824,2.25922,2.46959,2.72299,3.07811,3.68120,4.01395,4.34351,4.33328,3.75438,4.03419,5.20342,4.59467,
Saudi Arabia,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),1.17704,1.22517,1.17647,1.09925,1.02217,0.94030,0.97783,1.05490,1.08160,1.50219,1.38865,1.21259,1.26480,1.34482,1.47681,1.84807,1.89792,1.69798,1.58625,1.43323,1.44288,1.37370,
Saudi Arabia,External Health Expenditure (EXT),% Gross domestic product (GDP),,,,,,,,,,,,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
Saudi Arabia,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,5.34063,5.46743,,5.96837,
Sudan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3.60664,3.36457,3.30011,3.89188,4.15593,4.09418,4.88544,5.66269,5.42314,6.39496,5.05810,5.61580,5.68827,6.96487,5.67620,5.81113,5.68438,5.91767,4.46358,4.57423,3.01519,2.83634,
Sudan,Current Health Expenditure (CHE) per Capita in US$,,14.61431,15.85930,17.47237,23.62362,30.63433,38.71857,57.64347,84.97830,85.98817,83.10632,76.49365,83.55038,79.18973,102.35591,93.15203,98.24565,93.67061,71.14332,35.53091,35.51281,23.34439,21.58011,
Sudan,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,,,,,,,,,,0.15128,,0.31556,,,0.17233,,,,
Sudan,Current Health Expenditure (CHE),% Gross domestic product (GDP),3.60664,3.36457,3.30011,3.89188,4.15593,4.09418,4.88544,5.66269,5.42314,6.39496,5.05810,5.61580,5.68827,6.96487,5.67620,5.81113,5.68438,5.91767,4.46358,4.57423,3.01519,2.83634,
Sudan,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),1.21998,1.12152,1.12865,1.26332,1.57303,1.59964,1.77736,2.04945,1.73195,2.62936,1.64627,1.28282,1.49337,1.15195,1.43454,0.82486,1.28979,1.06663,1.03918,1.03845,1.03048,0.76719,
Sudan,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),2.38666,2.24305,2.17145,2.57114,2.52470,2.38487,2.88630,3.46137,3.55688,3.53165,3.25920,3.88815,3.95088,5.46396,4.03199,4.86886,4.28308,4.53267,3.13847,3.23645,1.77675,1.77390,
Sudan,External Health Expenditure (EXT),% Gross domestic product (GDP),,,,0.05742,0.05821,0.10968,0.22179,0.15187,0.13431,0.23395,0.15264,0.44482,0.24402,0.34896,0.20967,0.11741,0.11151,0.31838,0.28593,0.29933,0.20796,0.29524,
Sudan,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,4.46358,4.57423,3.01519,2.83634,
Sudan,Capital health expenditure,% Gross domestic product (GDP),,,,,,,,,,,,,,0.15128,,0.31556,,,0.17233,,,,
Syrian Arab Republic,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.55401,4.69719,4.94717,5.11782,4.47935,4.10971,3.77771,3.72243,3.39763,3.54647,3.27645,2.52865,3.04720,,,,,,,,,,
Syrian Arab Republic,Current Health Expenditure (CHE) per Capita in US$,,54.56182,58.60890,63.64098,60.61154,60.79922,62.79923,64.36580,72.40921,83.15718,87.92034,88.68951,74.85932,63.13697,,,,,,,,,,
Syrian Arab Republic,Current Health Expenditure (CHE),% Gross domestic product (GDP),4.55401,4.69719,4.94717,5.11782,4.47935,4.10971,3.77771,3.72243,3.39763,3.54647,3.27645,2.52865,3.04720,,,,,,,,,,
Syrian Arab Republic,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),1.61809,1.94527,2.24591,2.45280,2.13628,2.06911,1.77428,1.76196,1.56797,1.59123,1.46764,1.14291,1.37997,,,,,,,,,,
Syrian Arab Republic,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),2.92940,2.74218,2.68022,2.64773,2.33019,2.03418,1.94401,1.93268,1.80115,1.91518,1.76940,1.34989,1.63604,,,,,,,,,,
Syrian Arab Republic,External Health Expenditure (EXT),% Gross domestic product (GDP),0.00652,0.00973,0.02104,0.01728,0.01288,0.00642,0.05942,0.02779,0.02850,0.04006,0.03941,0.03585,0.03119,,,,,,,,,,
Tunisia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.81272,4.86133,5.12036,5.20889,5.19891,5.14556,5.13110,5.17543,5.16441,5.40595,5.60951,6.12299,6.28985,6.51395,6.45006,6.21340,6.24778,6.18557,5.93752,6.02461,7.05025,6.97274,
Tunisia,Current Health Expenditure (CHE) per Capita in US$,,109.57323,112.57371,123.12686,147.14960,165.22702,167.67310,176.48648,199.66814,227.52876,228.48819,237.90208,267.08099,266.30585,280.64221,283.71753,246.10754,237.17284,220.80870,212.39417,209.52612,246.59808,265.46484,
Tunisia,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,,,,,,,,,0.40927,0.26597,0.24676,0.15351,,,,,,,
Tunisia,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,0.33866,0.24902,0.11505,0.15348,,,,,,,
Tunisia,Current Health Expenditure (CHE),% Gross domestic product (GDP),4.81272,4.86133,5.12036,5.20889,5.19891,5.14556,5.13110,5.17543,5.16441,5.40595,5.60951,6.12299,6.28985,6.51395,6.45006,6.21340,6.24778,6.18557,5.93752,6.02461,7.05025,6.97274,
Tunisia,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),2.53482,2.53689,2.65054,2.67794,2.65804,2.61502,2.68163,2.76273,2.80300,2.97511,3.12752,3.45419,3.58298,3.84917,3.74965,3.34255,3.40560,3.32096,3.09318,3.56713,4.31009,4.12734,
Tunisia,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),2.27304,2.32002,2.46565,2.52717,2.53753,2.52728,2.43338,2.38394,2.32026,2.37548,2.41477,2.58426,2.70063,2.65804,2.69649,2.86889,2.80191,2.83573,2.81562,2.45569,2.70932,2.70664,
Tunisia,External Health Expenditure (EXT),% Gross domestic product (GDP),0.00486,0.00442,0.00417,0.00378,0.00334,0.00326,0.01609,0.02876,0.04115,0.05537,0.06722,0.08454,0.00623,0.00674,0.00392,0.00195,0.04027,0.02889,0.02872,0.00178,0.03084,0.13876,
Tunisia,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,6.24778,6.18557,5.93752,6.02461,,,
Tunisia,Capital health expenditure,% Gross domestic product (GDP),,,,,,,,,,,,,0.40927,0.26597,0.24676,0.15351,,,,,,,
United Arab Emirates,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,2.37414,2.48437,2.71771,2.64634,2.46204,2.32020,2.32541,2.56570,2.92848,4.04999,3.87873,3.67007,3.33596,3.50222,3.53405,3.46609,3.89580,4.00855,4.09854,4.38619,5.82477,5.30695,
United Arab Emirates,Current Health Expenditure (CHE) per Capita in US$,,753.07550,743.05072,821.34509,862.90326,911.39276,978.90436,"1,054.33289","1,126.81238","1,321.93689","1,284.76318","1,325.20325","1,500.80249","1,480.72742","1,601.55286","1,656.26892","1,439.30054","1,599.40295","1,726.24072","1,914.93176","1,990.28479","2,191.81348","2,351.80542",
United Arab Emirates,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,,0.03513,0.02136,
United Arab Emirates,Current Health Expenditure (CHE),% Gross domestic product (GDP),2.37414,2.48437,2.71771,2.64634,2.46204,2.32020,2.32541,2.56570,2.92848,4.04999,3.87873,3.67007,3.33596,3.50222,3.53405,3.46609,3.89580,4.00855,4.09854,4.38619,5.82477,5.30695,
United Arab Emirates,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),1.63413,1.91322,1.66402,1.62155,1.40601,1.31882,1.33256,1.50539,1.87160,2.98415,2.74824,2.65790,2.42007,2.52061,2.50834,2.46963,2.97158,2.19714,2.11396,2.25314,3.55230,3.40212,
United Arab Emirates,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),0.74001,0.57115,1.05369,1.02479,1.05604,1.00137,0.99285,1.06031,1.05688,1.06584,1.13049,1.01217,0.91590,0.98161,1.02571,0.99647,0.92422,1.81141,1.98458,2.13305,2.27247,1.90483,
United Arab Emirates,External Health Expenditure (EXT),% Gross domestic product (GDP),0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
United Arab Emirates,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,,4.00855,4.09854,4.38619,5.82477,5.30695,
United Arab Emirates,Capital health expenditure,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,,0.03513,0.02136,
Yemen,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.66607,4.94515,4.83238,5.75758,5.51440,5.20585,5.52930,5.82078,5.76192,5.98620,5.15933,4.76953,5.19594,4.96083,4.84180,4.25286,,,,,,,
Yemen,Current Health Expenditure (CHE) per Capita in US$,,24.13679,25.45507,26.28294,33.58860,36.89898,40.90756,48.03204,55.67543,66.46581,62.60401,64.44328,61.27025,70.12896,74.30076,75.41602,63.30021,,,,,,,
Yemen,Current Health Expenditure (CHE),% Gross domestic product (GDP),4.66607,4.94515,4.83238,5.75758,5.51440,5.20585,5.52930,5.82078,5.76192,5.98620,5.15933,4.76953,5.19594,4.96083,4.84180,4.25286,,,,,,,
Yemen,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),2.37196,2.47797,2.33099,2.40408,1.95299,1.65504,1.62576,1.56395,1.60281,1.30869,1.16217,1.09212,1.24131,0.97961,0.78348,0.43304,,,,,,,
Yemen,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),2.14587,2.32820,2.37839,3.24654,3.42709,3.44296,3.71020,4.08935,4.01265,4.50686,3.87232,3.50519,3.77166,3.74973,3.74935,3.48876,,,,,,,
Yemen,External Health Expenditure (EXT),% Gross domestic product (GDP),0.14823,0.13898,0.12300,0.10696,0.13432,0.10786,0.19334,0.16748,0.14645,0.17065,0.12484,0.17222,0.18296,0.23150,0.30897,0.33105,,,,,,,
Albania,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.94420,5.92585,5.66464,5.91141,5.89365,5.72955,5.63177,5.92609,5.50900,5.82604,6.23668,6.18298,6.15746,6.28286,6.43451,6.46412,6.72933,6.57849,6.66845,6.86214,7.51920,7.26732,
Albania,Current Health Expenditure (CHE) per Capita in US$,,65.15012,73.78884,78.99478,106.29218,138.11340,152.12762,166.81383,212.61096,240.41626,239.44386,255.31819,274.77689,262.28854,278.04251,295.12360,255.35635,277.04321,297.46198,351.30121,367.75839,396.88025,464.74286,
Albania,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,0.00519,0.00692,0.00721,0.52631,0.06805,0.41332,0.42739,0.46658,0.32443,0.31488,0.44175,0.28740,0.20385,0.14004,0.14262,0.15886,0.14997,0.14723,0.16767,0.17389,0.17901,0.19323,
Albania,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,0.27420,0.25781,0.30087,0.24809,0.22572,,0.18326,,,,0.09785,0.11160,0.06662,0.11639,0.11242,0.11758,0.13978,
Albania,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,,,,,,0.13912,0.16958,0.16571,0.07634,0.08917,,0.10413,,,,0.06101,0.03837,0.08061,0.05127,0.06147,0.06143,0.05344,
Albania,Current Health Expenditure (CHE),% Gross domestic product (GDP),5.94420,5.92585,5.66464,5.91141,5.89365,5.72955,5.63177,5.92609,5.50900,5.82604,6.23668,6.18298,6.15746,6.28286,6.43451,6.46412,6.72933,6.57849,6.66845,6.86214,7.51920,7.26732,
Albania,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),2.76583,2.75328,2.58867,2.67035,2.82083,2.68723,2.63711,2.74834,2.30050,2.35851,2.37871,2.39800,2.45519,2.57773,2.59363,2.70778,2.88151,2.77449,2.87454,2.92878,2.99610,2.88420,
Albania,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),3.07995,2.91128,2.88082,2.95071,2.84939,2.82565,2.76230,2.92779,3.09814,3.29431,3.74099,3.70095,3.58524,3.62762,3.80835,3.70678,3.80345,3.76778,3.76583,3.88776,4.47226,4.34356,
Albania,External Health Expenditure (EXT),% Gross domestic product (GDP),0.09841,0.26129,0.19515,0.29034,0.22343,0.21666,0.23236,0.24996,0.11036,0.17322,0.11699,0.08402,0.11703,0.07751,0.03254,0.04956,0.04437,0.03622,0.02807,0.04560,0.05084,0.03956,
Albania,Capital health expenditure,% Gross domestic product (GDP),0.00519,0.00692,0.00721,0.52631,0.06805,0.41332,0.42739,0.46658,0.32443,0.31488,0.44175,0.28740,0.20385,0.14004,0.14262,0.15886,0.14997,0.14723,0.16767,0.17389,0.17901,0.19323,
Andorra,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.95276,5.85824,5.99621,5.54772,5.28847,5.59477,4.96530,4.92347,5.67066,6.08094,7.67538,7.62061,6.71084,6.79964,6.77308,6.91586,6.90522,7.07143,7.37542,7.32325,8.78674,8.33449,
Andorra,Current Health Expenditure (CHE) per Capita in US$,,"1,287.00281","1,336.21143","1,486.17188","1,772.71338","1,990.07483","2,214.64697","2,139.27539","2,489.43115","3,046.36206","3,025.30884","3,698.80835","3,913.98706","3,013.51465","3,041.84155","3,089.84302","2,688.20630","2,755.44849","2,873.29614","3,164.38843","3,026.59741","3,269.29736","3,505.99146",
Andorra,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,,,,,0.17567,0.15880,0.13450,0.06904,0.05238,0.04991,0.07309,0.11931,0.14139,0.10920,0.06972,0.10289,,,
Andorra,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,0.17567,0.15880,0.13450,0.06904,0.05238,0.04991,0.07309,0.11931,0.14139,0.10920,0.06972,0.10289,,,
Andorra,Current Health Expenditure (CHE),% Gross domestic product (GDP),5.95276,5.85824,5.99621,5.54771,5.28847,5.59477,4.96530,4.92347,5.67066,6.08094,7.67538,7.62061,6.71084,6.79964,6.77308,6.91586,6.90522,7.07143,7.37542,7.32325,8.78674,8.33449,
Andorra,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),3.90049,3.81792,3.97612,3.55368,3.28341,3.59525,2.97666,2.93961,3.69273,4.12123,5.67572,5.60750,4.66185,4.77015,4.81181,4.97513,4.96778,5.08706,5.21783,5.22278,6.38066,6.16798,
Andorra,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),2.05227,2.04032,2.02009,1.99404,2.00506,1.99952,1.98864,1.98387,1.97793,1.95971,1.99965,2.01311,2.04899,2.02950,1.96127,1.94074,1.93744,1.98437,2.15758,2.10047,2.40608,2.16651,
Andorra,Capital health expenditure,% Gross domestic product (GDP),,,,,,,,,0.17567,0.15880,0.13450,0.06904,0.05238,0.04991,0.07309,0.11931,0.14139,0.10920,0.06972,0.10289,,,
Armenia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.19581,4.64564,7.61359,7.17936,6.05510,5.86188,5.85007,5.49814,6.63977,8.44378,9.23538,9.37589,9.13455,10.32345,10.17828,10.11763,9.95196,10.36271,10.00543,11.37980,12.24056,12.33824,
Armenia,Current Health Expenditure (CHE) per Capita in US$,,25.31325,31.41045,58.26769,65.34529,70.64101,94.26863,123.40877,168.47839,259.54517,246.33585,290.27081,324.65720,332.83701,395.71405,408.88486,370.92661,366.22733,418.86002,439.43091,549.47437,551.54340,612.78094,
Armenia,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,0.26703,0.17561,0.16162,0.19801,0.35525,0.48754,0.68489,0.79326,0.39325,0.50976,0.17675,0.14788,0.07132,0.03661,0.07182,0.10058,0.14319,0.06770,0.02918,0.03048,0.05976,0.02820,
Armenia,Current Health Expenditure (CHE),% Gross domestic product (GDP),4.19581,4.64564,7.61359,7.17936,6.05510,5.86188,5.85007,5.49814,6.63977,8.44378,9.23538,9.37589,9.13455,10.32345,10.17828,10.11763,9.95196,10.36271,10.00543,11.37980,12.24056,12.33824,
Armenia,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),0.95468,1.33909,1.17184,1.20636,1.29411,1.47841,1.58641,1.61389,1.48813,1.81169,1.68629,1.67287,1.57817,1.37566,1.50548,1.61021,1.63734,1.37251,1.23468,1.41167,2.35674,2.19144,
Armenia,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),2.70493,2.46982,5.83792,5.59760,4.43063,3.69908,3.58664,3.21251,4.76063,6.24458,7.20472,7.40768,7.28594,8.73386,8.51712,8.39786,8.12840,8.85682,8.64901,9.85487,9.74876,10.03719,
Armenia,External Health Expenditure (EXT),% Gross domestic product (GDP),0.53620,0.83674,0.60383,0.37541,0.33036,0.68439,0.67702,0.67174,0.39101,0.38750,0.34437,0.29535,0.27043,0.21393,0.15568,0.10956,0.18621,0.13338,0.12174,0.11326,0.13506,0.10961,
Armenia,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,9.95196,10.36271,10.00543,11.37980,12.24056,12.33824,
Armenia,Capital health expenditure,% Gross domestic product (GDP),0.26703,0.17561,0.16162,0.19801,0.35525,0.48754,0.68489,0.79326,0.39325,0.50976,0.17675,0.14788,0.07132,0.03661,0.07182,0.10058,0.14319,0.06770,0.02918,0.03048,0.05976,0.02820,
Austria,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9.20371,9.26943,9.39476,9.54724,9.70940,9.62703,9.53113,9.53210,9.72565,10.22582,10.22102,10.02613,10.19916,10.28575,10.36809,10.36747,10.35226,10.38403,10.34886,10.48695,11.38536,12.09598,
Austria,Current Health Expenditure (CHE) per Capita in US$,,"2,269.12646","2,282.51563","2,497.86597","3,091.24023","3,594.65039","3,710.39795","3,882.98193","4,478.76855","5,057.76074","4,928.98779","4,800.79346","5,167.81787","4,966.09570","5,235.34131","5,393.60205","4,612.82373","4,709.87598","4,938.92041","5,337.21826","5,263.39063","5,566.97266","6,504.80762",
Austria,Current Health Expenditure (CHE),% Gross domestic product (GDP),9.20371,9.26943,9.39476,9.54724,9.70940,9.62703,9.53113,9.53210,9.72565,10.22582,10.22102,10.02613,10.19916,10.28575,10.36809,10.36747,10.35226,10.38402,10.34886,10.48695,11.38536,12.09598,
Austria,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),6.82579,6.82650,6.89934,6.98269,6.99610,6.99420,6.94344,6.93927,7.17632,7.44918,7.39958,7.28790,7.43251,7.42313,7.51864,7.51185,7.49086,7.66398,7.70707,7.85307,8.73712,9.46500,
Austria,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),2.37793,2.44293,2.49542,2.56455,2.71330,2.63283,2.58769,2.59282,2.54933,2.77665,2.82144,2.73823,2.76665,2.86262,2.84945,2.85561,2.86140,2.72004,2.64178,2.63388,2.64824,2.63098,
Austria,External Health Expenditure (EXT),% Gross domestic product (GDP),0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
Austria,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,10.35226,10.38403,10.34886,10.48695,11.38536,12.09598,
Azerbaijan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,2.94892,2.77419,2.73097,2.72699,2.65944,2.22961,2.07059,1.99422,2.04814,2.76541,2.64635,2.59547,3.15682,3.22551,3.58703,4.34131,4.42242,4.07397,3.83661,4.18189,5.84818,4.70267,
Azerbaijan,Current Health Expenditure (CHE) per Capita in US$,,18.98357,19.12000,20.34368,23.44996,26.97998,34.11795,49.57524,74.23522,111.17494,134.31308,151.56940,182.90233,231.89761,248.79733,277.03766,233.60988,167.86195,165.30666,178.03693,196.87639,242.75842,249.07529,
Azerbaijan,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,0.82662,0.79007,0.74221,0.57367,0.58617,0.47113,0.02827,0.02680,0.02691,0.09101,0.42623,0.21889,0.26487,0.17875,0.30332,0.18573,0.22342,0.14217,0.18254,0.16484,,,
Azerbaijan,Current Health Expenditure (CHE),% Gross domestic product (GDP),2.94892,2.77419,2.73097,2.72699,2.65944,2.22961,2.07059,1.99422,2.04814,2.76541,2.64635,2.59547,3.15682,3.22551,3.58703,4.34131,4.42242,4.07397,3.83661,4.18189,5.84818,4.70267,
Azerbaijan,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),0.86689,0.80512,0.73891,0.77375,0.86166,0.89067,0.86783,0.90984,0.86520,1.13348,1.01347,0.94999,1.11568,1.06625,1.13016,1.30528,1.16546,1.00445,0.88865,1.06925,2.32818,1.48687,
Azerbaijan,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),2.02318,1.93469,1.96931,1.88081,1.75850,1.31869,1.16747,1.05017,1.15810,1.60044,1.59593,1.61161,1.98748,2.13535,2.42235,3.00190,3.23646,3.04445,2.92459,3.10047,3.50606,3.19856,
Azerbaijan,External Health Expenditure (EXT),% Gross domestic product (GDP),0.05884,0.03438,0.02275,0.07243,0.04788,0.02024,0.03529,0.03420,0.02485,0.03149,0.03695,0.03387,0.05366,0.02390,0.03452,0.03414,0.02050,0.02507,0.02336,0.01216,0.01394,0.01724,
Azerbaijan,Capital health expenditure,% Gross domestic product (GDP),0.82662,0.79007,0.74221,0.57367,0.58617,0.47113,0.02827,0.02680,0.02691,0.09101,0.42623,0.21889,0.26487,0.17875,0.30332,0.18573,0.22342,0.14217,0.18254,0.16484,,,
Belarus,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.27606,5.70827,5.62329,5.76984,5.73710,6.07037,5.57381,5.69203,5.29415,5.39038,5.65694,4.87439,5.24533,5.69559,5.38793,6.06533,5.91054,5.75975,5.52699,5.86134,6.40607,6.56550,
Belarus,Current Health Expenditure (CHE) per Capita in US$,,55.50430,71.49590,83.73773,105.65643,137.27948,190.86073,215.72052,271.19525,339.69070,281.03241,332.70090,310.14621,355.43124,443.88519,438.05389,352.98584,290.55298,324.68896,342.21109,390.24973,408.09473,467.52414,
